,Year,Team,index,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restruct_Bonus,Misc,Dead_Cap,Cap_Hit,Cap_Pct
14841,2012,new-orleans-saints,59,"Harris
Bryce Harris ",RT,"$390,000",-,-,-,-,-,-,-,390000.0,0.33
14842,2012,new-orleans-saints,60,"Hixon
Nick Hixon ",CB,"$390,000",-,-,-,-,-,-,-,390000.0,0.33
14843,2012,new-orleans-saints,61,"Wilson
Lawrence Wilson ",ILB,"$390,000",-,-,-,-,-,-,-,390000.0,0.33
14844,2012,new-orleans-saints,62,"Robinson
William Robinson ",T,"$615,000",-,-,-,-,-,-,-,192188.0,0.16
14845,2012,new-orleans-saints,63,"Henry
Ricky Henry ",G,"$465,000",-,-,-,-,-,-,-,82059.0,0.07
14846,2012,new-orleans-saints,64,"Nelson
Jerico Nelson ",S,"$390,000",-,-,-,-,-,-,-,68824.0,0.06
14847,2012,new-orleans-saints,65,"Tupou
Fenuki Tupou ",T,"$540,000",-,-,-,-,-,-,-,0.0,0.00
14848,2012,new-orleans-saints,67,VilmaJonathan Vilma,ILB,"$1,600,000","$500,000","$600,000","$2,132,500","$100,000",-,-,-,4932500.0,4.15
14849,2012,new-orleans-saints,69,ToonNick Toon ,WR,"$195,000","$101,903",-,-,-,-,-,-,296903.0,0.25
14850,2012,new-orleans-saints,71,StinchcombJon Stinchcomb,T,"$4,750,000",-,-,-,-,-,-,-,4750000.0,4.00
14851,2012,new-orleans-saints,72,RuudBarrett Ruud,LB,"$257,812",-,-,-,-,-,-,-,322812.0,0.27
14852,2012,new-orleans-saints,73,HallKorey Hall,RB,"$300,000",-,-,-,-,-,-,-,300000.0,0.25
14853,2012,new-orleans-saints,74,KasayJohn Kasay,K,"$65,000",-,-,-,-,-,-,-,65000.0,0.05
14854,2012,new-orleans-saints,75,TennantMatt Tennant,G,-,"$44,125",-,-,-,-,-,-,44125.0,0.04
14855,2012,new-orleans-saints,76,BusseyNathan Bussey,LB,-,"$34,425",-,-,-,-,-,-,34425.0,0.03
14856,2012,new-orleans-saints,77,FolkertsBrian Folkerts,C,"$5,000",-,-,-,-,-,-,-,5000.0,0.00
14857,2012,new-orleans-saints,78,SimmonsAderious Simmons,T,"$5,000",-,-,-,-,-,-,-,5000.0,0.00
14858,2012,new-orleans-saints,79,ThomasJohnny Thomas,S,"$5,000",-,-,-,-,-,-,-,5000.0,0.00
14859,2013,new-orleans-saints,0,"Brees
Drew Brees ",QB,"$9,750,000","$7,400,000",-,-,"$250,000",-,-,"($29,600,000)",17400000.0,14.02
14860,2013,new-orleans-saints,1,"Evans
Jahri Evans ",G,"$3,040,000","$2,000,000",-,-,"$200,000","$1,500,000",-,"($12,000,000)",6740000.0,5.43
14861,2013,new-orleans-saints,2,"Moore
Lance Moore ",WR,"$2,600,000","$600,000","$500,000","$375,000","$200,000","$293,750",-,"($4,006,250)",4568750.0,3.68
14862,2013,new-orleans-saints,3,"Colston
Marques Colston ",WR,"$1,700,000","$2,000,000",-,-,"$100,000","$700,000",-,"($14,600,000)",4500000.0,3.63
14863,2013,new-orleans-saints,4,"Grubbs
Ben Grubbs ",G,"$1,200,000","$2,000,000",-,"$1,000,000","$100,000",-,-,"($13,300,000)",4300000.0,3.47
14864,2013,new-orleans-saints,5,"Jenkins
Malcolm Jenkins ",FS,"$2,264,000","$50,000",-,"$1,468,000","$250,000",-,-,"($1,618,000)",4032000.0,3.25
14865,2013,new-orleans-saints,6,"Sproles
Darren Sproles ",RB,"$2,900,000","$750,000",-,-,"$100,000",-,-,"($1,600,000)",3750000.0,3.02
14866,2013,new-orleans-saints,7,"Harper
Roman Harper ",SS,"$840,000","$2,720,000",-,-,"$100,000",-,-,"($6,510,000)",3660000.0,2.95
14867,2013,new-orleans-saints,8,"Lofton
Curtis Lofton ",ILB,"$1,100,000","$1,000,000","$1,000,000",-,-,-,-,"($6,100,000)",3100000.0,2.50
14868,2013,new-orleans-saints,9,"Strief
Zach Strief ",RT,"$2,225,000","$250,000",-,-,"$100,000",-,-,"($350,000)",2575000.0,2.08
14869,2013,new-orleans-saints,10,"Bunkley
Brodrick Bunkley ",DT,"$850,000","$900,000",-,-,"$100,000","$712,500",-,"($7,300,000)",2562500.0,2.06
14870,2013,new-orleans-saints,11,"Hawthorne
David Hawthorne ",ILB,"$1,000,000","$760,000",-,"$750,000",-,-,-,"($7,040,000)",2510000.0,2.02
14871,2013,new-orleans-saints,12,"Thomas
Pierre Thomas ",RB,"$2,100,000",-,"$300,000",-,"$100,000",-,-,"($400,000)",2500000.0,2.01
14872,2013,new-orleans-saints,13,"Lewis
Keenan Lewis ",CB,"$1,000,000","$1,200,000",-,-,"$50,000",-,-,"($10,350,000)",2250000.0,1.81
14873,2013,new-orleans-saints,14,"Robinson
Patrick Robinson ",CB,"$725,000","$442,000",-,"$582,500","$75,000","$422,333",-,"($2,968,667)",2246833.0,1.81
14874,2013,new-orleans-saints,15,"Jordan
Cameron Jordan ",DE,"$1,077,855","$1,030,709",-,-,-,-,-,"($3,139,273)",2108564.0,1.70
14875,2013,new-orleans-saints,16,"De La Puente
Brian De La Puente ",C,"$2,023,000",-,-,-,-,-,-,-,2023000.0,1.63
14876,2013,new-orleans-saints,17,"Ingram
Mark Ingram ",RB,"$1,049,250","$973,500",-,-,-,-,-,"($2,996,250)",2022750.0,1.63
14877,2013,new-orleans-saints,18,"Morstead
Thomas Morstead ",P,"$900,000","$700,000",-,-,"$100,000","$250,000",-,"($5,791,250)",1950000.0,1.57
14878,2013,new-orleans-saints,19,"Vaccaro
Kenny Vaccaro ",SS,"$405,000","$1,308,584",-,-,-,-,-,"($9,424,712)",1713584.0,1.38
14879,2013,new-orleans-saints,20,"Galette
Junior Galette ",OLB,"$800,000","$900,000",-,-,-,-,-,"($3,500,000)",1700000.0,1.37
14880,2013,new-orleans-saints,21,"Watson
Benjamin Watson ",TE,"$950,000","$400,000","$250,000",-,"$50,000",-,-,"($1,500,000)",1650000.0,1.33
14881,2013,new-orleans-saints,22,"Graham
Jimmy Graham ",TE,"$1,323,000","$166,285",-,-,-,-,-,"($166,285)",1489285.0,1.20
14882,2013,new-orleans-saints,23,"Haralson
Parys Haralson ",DE,"$1,150,000",-,-,-,-,-,"$131,250",-,1281250.0,1.03
14883,2013,new-orleans-saints,24,"Brown
Charles Brown ",LT,"$630,000","$250,000",-,-,-,-,-,"($560,000)",880000.0,0.71
14884,2013,new-orleans-saints,25,"Johnson
Tom Johnson ",DT,"$750,000","$25,000",-,-,-,-,-,"($25,000)",775000.0,0.62
14885,2013,new-orleans-saints,26,"Drescher
Justin Drescher ",LS,"$630,000","$110,000",-,-,"$20,000",-,-,"($460,000)",760000.0,0.61
14886,2013,new-orleans-saints,27,"Meachem
Robert Meachem ",WR,"$715,000",-,-,-,-,-,-,-,715000.0,0.58
14887,2013,new-orleans-saints,28,"Hicks
Akiem Hicks ",DE,"$480,000","$135,725",-,-,"$12,500",-,-,"($419,675)",628225.0,0.51
14888,2013,new-orleans-saints,29,"Herring
Will Herring ",LB,"$715,000","$50,000",-,-,-,-,-,"($50,000)",605000.0,0.49
14889,2013,new-orleans-saints,30,"Toon
Nick Toon ",WR,"$480,000","$101,903",-,-,-,-,-,"($305,709)",581903.0,0.47
14890,2013,new-orleans-saints,31,"Humber
Ramon Humber ",OLB,"$715,000","$25,000",-,-,-,-,-,"($25,000)",580000.0,0.47
14891,2013,new-orleans-saints,32,"Armstead
Terron Armstead ",LT,"$405,000","$154,359",-,-,-,-,-,"($617,436)",559359.0,0.45
14892,2013,new-orleans-saints,33,"McCown
Luke McCown ",QB,"$840,000",-,-,-,-,-,-,-,555000.0,0.45
14893,2013,new-orleans-saints,34,"Bush
Rafael Bush ",FS,"$555,000",-,-,-,-,-,-,-,555000.0,0.45
14894,2013,new-orleans-saints,35,"Collins
Jed Collins ",FB,"$555,000",-,-,-,-,-,-,-,555000.0,0.45
14895,2013,new-orleans-saints,36,"Jenkins
John Jenkins ",DE,"$405,000","$141,890",-,-,-,-,-,"($567,560)",546890.0,0.44
14896,2013,new-orleans-saints,37,"White
Corey White ",CB,"$480,000","$44,125",-,-,-,-,-,"($132,375)",524125.0,0.42
14897,2013,new-orleans-saints,38,"Cadet
Travaris Cadet ",RB,"$480,000","$1,667",-,-,-,-,-,"($3,334)",481667.0,0.39
14898,2013,new-orleans-saints,39,"Walker
Tyrunn Walker ",DT,"$480,000","$1,000",-,-,-,-,-,"($2,000)",481000.0,0.39
14899,2013,new-orleans-saints,40,"Harris
Bryce Harris ",RT,"$480,000",-,-,-,-,-,-,-,480000.0,0.39
14900,2013,new-orleans-saints,41,"Stills
Kenny Stills ",WR,"$405,000","$48,613",-,-,-,-,-,"($194,452)",453613.0,0.37
14901,2013,new-orleans-saints,42,"Foster
Glenn Foster ",DE,"$405,000","$2,333",-,-,-,-,-,"($7,000)",407333.0,0.33
14902,2013,new-orleans-saints,43,"Hill
Josh Hill ",TE,"$405,000","$1,666",-,-,-,-,-,"($5,000)",406666.0,0.33
14903,2013,new-orleans-saints,44,"Lelito
Tim Lelito ",G,"$405,000","$1,666",-,-,-,-,-,"($5,000)",406666.0,0.33
14904,2013,new-orleans-saints,45,"Reddick
Kevin Reddick ",ILB,"$405,000","$1,666",-,-,-,-,-,"($5,000)",406666.0,0.33
14905,2013,new-orleans-saints,46,"Sweeting
Rod Sweeting ",CB,"$405,000","$1,666",-,-,-,-,-,"($5,000)",406666.0,0.33
14906,2013,new-orleans-saints,47,"Robinson
Khiry Robinson ",RB,"$405,000",$333,-,-,-,-,-,"($1,000)",405333.0,0.33
14907,2013,new-orleans-saints,48,"Dawson
Keyunta Dawson ",DE,"$715,000",-,-,-,-,-,-,-,391765.0,0.32
14908,2013,new-orleans-saints,49,"Carr
Chris Carr ",CB,"$840,000",-,-,-,-,-,-,-,261176.0,0.21
14909,2013,new-orleans-saints,50,"Griffin
Ryan Griffin ",QB,"$405,000",-,-,-,-,-,-,-,238235.0,0.19
14910,2013,new-orleans-saints,51,"Wade
Trevin Wade ",CB,"$480,000",-,-,-,-,-,-,-,169412.0,0.14
14911,2013,new-orleans-saints,52,"Graham
Shayne Graham ",K,"$940,000",-,-,-,-,-,-,-,65294.0,0.05
14912,2013,new-orleans-saints,53,"Frederick
Terrence Frederick ",CB,"$405,000",-,-,-,-,-,-,"($23,824)",23824.0,0.02
14913,2013,new-orleans-saints,54,"Knox
Kyle Knox ",OLB,"$405,000",-,-,-,-,-,-,-,0.0,0.00
14914,2013,new-orleans-saints,56,SmithWill Smith ,OLB,"$3,000,000","$2,000,000","$1,333,333",-,"$150,000","$2,058,333",-,"($6,704,902)",8541666.0,6.88
14915,2013,new-orleans-saints,57,GreerJabari Greer ,CB,"$3,600,000","$1,325,000",-,-,-,-,-,"($4,475,000)",5475000.0,4.41
14916,2013,new-orleans-saints,58,VilmaJonathan Vilma ,ILB,"$1,000,000","$500,000",-,"$2,232,500","$100,000",-,-,"($2,732,500)",3832500.0,3.09
14917,2013,new-orleans-saints,59,ColemanKenyon Coleman ,DE,"$940,000","$65,000",-,-,-,-,-,"($65,000)",620000.0,0.50
14918,2013,new-orleans-saints,60,MorganJoseph Morgan ,WR,"$555,000","$1,334",-,-,-,-,-,"($1,334)",556334.0,0.45
14919,2013,new-orleans-saints,61,GivensChris Givens ,WR,"$303,000",$833,-,-,-,-,-,"($1,667)",303833.0,0.24
14920,2013,new-orleans-saints,62,DavisAdrian Davis ,CB,"$288,000","$3,333",-,-,-,-,-,"($6,667)",291333.0,0.23
14921,2013,new-orleans-saints,64,ButlerVictor Butler,OLB,"$750,000","$375,000",-,-,-,-,-,"($750,000)",1125000.0,0.91
14922,2013,new-orleans-saints,66,GriffinRyan Griffin,QB,"$42,000",-,-,-,-,-,-,-,42000.0,0.03
14923,2013,new-orleans-saints,67,HakimSaalim Hakim,WR,"$30,000",-,-,-,-,-,-,-,30000.0,0.02
14924,2013,new-orleans-saints,68,JohnsonAustin Johnson,FB,"$18,000",-,-,-,-,-,-,-,18000.0,0.01
14925,2013,new-orleans-saints,69,KelemeteSenio Kelemete,G,"$18,000",-,-,-,-,-,-,-,18000.0,0.01
14926,2013,new-orleans-saints,71,HartleyGarret Hartley,K,"$2,671,200",-,-,-,-,-,-,-,2671200.0,2.15
14927,2013,new-orleans-saints,72,Abdul-QuddusIsa Abdul-Quddus,FS,"$556,668",-,-,-,-,-,-,-,556668.0,0.45
14928,2013,new-orleans-saints,73,ThomasDavid Thomas,TE,"$500,000",-,-,-,-,-,-,-,500000.0,0.40
14929,2013,new-orleans-saints,74,WilsonMartez Wilson,OLB,"$288,529","$164,081",-,-,-,-,-,-,452610.0,0.36
14930,2013,new-orleans-saints,75,ChamberlainChris Chamberlain,ILB,"$400,000",-,-,-,-,-,-,-,400000.0,0.32
14931,2013,new-orleans-saints,76,HerringWill Herring,LB,"$333,334",-,-,-,-,-,-,-,333334.0,0.27
14932,2013,new-orleans-saints,77,PatrickJohnny Patrick,CB,"$272,690",-,-,-,-,-,-,-,272690.0,0.22
14933,2013,new-orleans-saints,78,CarrChris Carr,CB,"$228,529",-,-,-,-,-,-,-,228529.0,0.18
14934,2013,new-orleans-saints,79,WilliamsChris Williams,G,"$222,588",-,-,-,-,-,-,-,222588.0,0.18
14935,2013,new-orleans-saints,80,RichardsonJay Richardson,DE,"$130,588",-,-,-,-,-,-,-,130588.0,0.11
14936,2013,new-orleans-saints,81,FramptonEric Frampton,S,"$65,294",-,-,-,-,-,-,-,65294.0,0.05
14937,2013,new-orleans-saints,82,SmithJason Smith,LT,-,"$65,000",-,-,-,-,-,-,65000.0,0.05
14938,2013,new-orleans-saints,83,LeonhardJim Leonhard,S,"$65,000",-,-,-,-,-,-,-,65000.0,0.05
14939,2013,new-orleans-saints,84,RobyCourtney Roby,WR,"$65,000",-,-,-,-,-,-,-,65000.0,0.05
14940,2013,new-orleans-saints,85,TannerAndy Tanner,WR,"$47,647",-,-,-,-,-,-,-,47647.0,0.04
14941,2013,new-orleans-saints,86,TennantMatt Tennant,G,-,"$44,125",-,-,-,-,-,-,44125.0,0.04
14942,2013,new-orleans-saints,87,OlsenEric Olsen,C,"$32,647",-,-,-,-,-,-,-,32647.0,0.03
14943,2013,new-orleans-saints,88,RolleJumal Rolle,CB,"$30,000",-,-,-,-,-,-,-,30000.0,0.02
14944,2013,new-orleans-saints,89,TillerAndrew Tiller,G,"$28,000",-,-,-,-,-,-,-,28000.0,0.02
14945,2013,new-orleans-saints,90,JohnsonRufus Johnson,OLB,"$26,327",-,-,-,-,-,-,-,26327.0,0.02
14946,2013,new-orleans-saints,91,RomeusGreg Romeus,DE,-,"$24,912",-,-,-,-,-,-,24912.0,0.02
14947,2013,new-orleans-saints,92,JonesMarcel Jones,RT,"$12,150",-,-,-,-,-,-,-,12150.0,0.01
14948,2013,new-orleans-saints,93,GriffinRyan Griffin,QB,"$11,666",-,-,-,-,-,-,-,11666.0,0.01
14949,2013,new-orleans-saints,94,LacyRyan Lacy,CB,"$5,000",-,-,-,-,-,-,-,5000.0,0.00
14950,2013,new-orleans-saints,95,AaituiIsaako Aaitui,DT,"$2,500",-,-,-,-,-,-,-,2500.0,0.00
14951,2013,new-orleans-saints,96,MartinEric Martin,ILB,"$1,667",-,-,-,-,-,-,-,1667.0,0.00
14952,2013,new-orleans-saints,97,MealerElliot Mealer,G,"$1,666",-,-,-,-,-,-,-,1666.0,0.00
14953,2013,new-orleans-saints,98,MiltonKeavon Milton,T,"$1,666",-,-,-,-,-,-,-,1666.0,0.00
14954,2013,new-orleans-saints,99,ShipmanRayford Shipman,ILB,"$1,666",-,-,-,-,-,-,-,1666.0,0.00
14955,2013,new-orleans-saints,100,ThomasMichael Thomas,FS,"$1,666",-,-,-,-,-,-,-,1666.0,0.00
14956,2013,new-orleans-saints,101,LeonardBrent Leonard,WR,$333,-,-,-,-,-,-,-,333.0,0.00
14957,2013,new-orleans-saints,102,MaltosJose Maltos,K,$333,-,-,-,-,-,-,-,333.0,0.00
14958,2014,new-orleans-saints,0,"Brees
Drew Brees ",QB,"$10,750,000","$7,400,000",-,-,"$250,000",-,-,"($22,225,000)",18400000.0,13.97
14959,2014,new-orleans-saints,1,"Evans
Jahri Evans ",G,"$6,800,000","$2,000,000","$500,000",-,"$200,000","$1,500,000",-,"($8,700,000)",11000000.0,8.35
14960,2014,new-orleans-saints,2,"Grubbs
Ben Grubbs ",G,"$6,000,000","$2,000,000",-,"$1,000,000","$100,000",-,-,"($9,100,000)",9100000.0,6.91
14961,2014,new-orleans-saints,3,"Colston
Marques Colston ",WR,"$5,500,000","$2,000,000",-,-,"$100,000","$700,000",-,"($10,200,000)",8300000.0,6.30
14962,2014,new-orleans-saints,4,"Lofton
Curtis Lofton ",ILB,"$1,000,000","$1,000,000","$3,200,000",-,-,-,-,"($8,000,000)",5200000.0,3.95
14963,2014,new-orleans-saints,5,"Graham
Jimmy Graham ",TE,"$1,000,000","$3,000,000",-,-,-,-,-,"($15,900,000)",4000000.0,3.04
14964,2014,new-orleans-saints,6,"Hawthorne
David Hawthorne ",ILB,"$1,000,000","$760,000","$1,000,000","$750,000",-,-,-,"($4,530,000)",3510000.0,2.66
14965,2014,new-orleans-saints,7,"Byrd
Jairus Byrd ",FS,"$1,300,000","$2,200,000",-,-,-,-,-,"($18,300,000)",3500000.0,2.66
14966,2014,new-orleans-saints,8,"Lewis
Keenan Lewis ",CB,"$1,000,000","$1,200,000",-,-,"$50,000","$1,100,000",-,"($9,250,000)",3350000.0,2.54
14967,2014,new-orleans-saints,9,"Morstead
Thomas Morstead ",P,"$2,185,000","$700,000",-,-,"$100,000","$250,000",-,"($3,200,000)",3235000.0,2.46
14968,2014,new-orleans-saints,10,"Galette
Junior Galette ",OLB,"$750,000","$1,600,000","$500,000",-,"$100,000",-,-,"($18,550,000)",2950000.0,2.24
14969,2014,new-orleans-saints,11,"Robinson
Patrick Robinson ",CB,"$1,282,500","$442,000",-,"$582,500","$75,000","$422,333",-,"($1,521,833)",2804333.0,2.13
14970,2014,new-orleans-saints,12,"Jordan
Cameron Jordan ",DE,"$1,429,282","$1,030,709",-,-,-,-,-,"($1,030,709)",2459991.0,1.87
14971,2014,new-orleans-saints,13,"Ingram
Mark Ingram ",RB,"$1,386,375","$973,500",-,-,-,-,-,"($973,500)",2359875.0,1.79
14972,2014,new-orleans-saints,14,"Vaccaro
Kenny Vaccaro ",SS,"$833,396","$1,308,584",-,-,-,-,-,"($7,711,128)",2141980.0,1.63
14973,2014,new-orleans-saints,15,"Strief
Zach Strief ",RT,"$900,000","$1,100,000",-,-,"$100,000",-,-,"($6,500,000)",2100000.0,1.59
14974,2014,new-orleans-saints,16,"Bush
Rafael Bush ",FS,"$1,850,000",-,-,-,-,-,-,"($850,000)",1850000.0,1.40
14975,2014,new-orleans-saints,17,"Watson
Benjamin Watson ",TE,"$1,000,000","$400,000","$234,375",-,"$50,000",-,-,"($850,000)",1684375.0,1.28
14976,2014,new-orleans-saints,18,"Cooks
Brandin Cooks ",WR,"$420,000","$1,104,264",-,-,-,-,-,"($7,601,853)",1524264.0,1.16
14977,2014,new-orleans-saints,19,"Lorig
Erik Lorig ",FB,"$750,000","$250,000",-,-,"$50,000",-,-,"($1,050,000)",1050000.0,0.80
14978,2014,new-orleans-saints,20,"Drescher
Justin Drescher ",LS,"$730,000","$110,000",-,-,"$20,000",-,-,"($350,000)",860000.0,0.65
14979,2014,new-orleans-saints,21,"Hicks
Akiem Hicks ",DE,"$570,000","$135,725",-,-,"$12,500",-,-,"($283,950)",718225.0,0.55
14980,2014,new-orleans-saints,22,"Armstead
Terron Armstead ",LT,"$525,000","$154,359",-,-,-,-,-,"($463,077)",679359.0,0.52
14981,2014,new-orleans-saints,23,"Toon
Nick Toon ",WR,"$570,000","$101,903",-,-,-,-,-,"($203,806)",671903.0,0.51
14982,2014,new-orleans-saints,24,"Jean-Baptiste
Stanley Jean-Baptiste ",CB,"$420,000","$241,224",-,-,-,-,-,"($1,391,046)",661224.0,0.50
14983,2014,new-orleans-saints,25,"Jenkins
John Jenkins ",DE,"$515,000","$141,890",-,-,-,-,-,"($425,670)",656890.0,0.50
14984,2014,new-orleans-saints,26,"Goodwin
Jonathan Goodwin ",C,"$955,000","$65,000",-,-,-,-,-,"($125,000)",635000.0,0.48
14985,2014,new-orleans-saints,27,"Haralson
Parys Haralson ",DE,"$855,000","$65,000",-,-,-,-,-,"($317,500)",635000.0,0.48
14986,2014,new-orleans-saints,28,"McCown
Luke McCown ",QB,"$855,000","$65,000",-,-,-,-,-,"($200,000)",635000.0,0.48
14987,2014,new-orleans-saints,29,"Humber
Ramon Humber ",OLB,"$730,000","$65,000",-,-,-,-,-,"($300,000)",635000.0,0.48
14988,2014,new-orleans-saints,30,"White
Corey White ",CB,"$570,000","$44,125",-,-,-,-,-,"($88,250)",614125.0,0.47
14989,2014,new-orleans-saints,31,"Cadet
Travaris Cadet ",RB,"$570,000","$1,667",-,-,-,-,-,"($1,667)",571667.0,0.43
14990,2014,new-orleans-saints,32,"Walker
Tyrunn Walker ",DT,"$570,000","$1,000",-,-,-,-,-,"($1,000)",571000.0,0.43
14991,2014,new-orleans-saints,33,"Graham
Shayne Graham ",K,"$955,000",-,-,-,-,-,-,-,570000.0,0.43
14992,2014,new-orleans-saints,34,"Meachem
Robert Meachem ",WR,"$855,000",-,-,-,-,-,-,-,570000.0,0.43
14993,2014,new-orleans-saints,35,"Deaderick
Brandon Deaderick ",DT,"$730,000",-,-,-,-,-,-,-,570000.0,0.43
14994,2014,new-orleans-saints,36,"Harris
Bryce Harris ",RT,"$570,000",-,-,-,-,-,-,-,570000.0,0.43
14995,2014,new-orleans-saints,37,"Ozougwu
Cheta Ozougwu ",DE,"$570,000",-,-,-,-,-,-,-,570000.0,0.43
14996,2014,new-orleans-saints,38,"Stills
Kenny Stills ",WR,"$495,000","$48,613",-,-,-,-,-,"($145,839)",543613.0,0.41
14997,2014,new-orleans-saints,39,"Hill
Josh Hill ",TE,"$495,000","$1,666",-,-,-,-,-,"($3,334)",496666.0,0.38
14998,2014,new-orleans-saints,40,"Lelito
Tim Lelito ",G,"$495,000","$1,666",-,-,-,-,-,"($3,334)",496666.0,0.38
14999,2014,new-orleans-saints,41,"Robinson
Khiry Robinson ",RB,"$495,000",$333,-,-,-,-,-,($667),495333.0,0.38
15000,2014,new-orleans-saints,42,"Kelemete
Senio Kelemete ",G,"$495,000",-,-,-,-,-,-,-,495000.0,0.38
15001,2014,new-orleans-saints,43,"Sunseri
Vinnie Sunseri ",SS,"$420,000","$44,125",-,-,-,-,-,"($176,500)",464125.0,0.35
15002,2014,new-orleans-saints,44,"Powell
Ronald Powell ",OLB,"$420,000","$42,215",-,-,-,-,-,"($168,860)",462215.0,0.35
15003,2014,new-orleans-saints,45,"Ball
Marcus Ball ",FS,"$420,000","$2,000",-,-,-,-,-,"($6,000)",422000.0,0.32
15004,2014,new-orleans-saints,46,"Edebali
Kasim Edebali ",OLB,"$420,000","$2,000",-,-,-,-,-,"($6,000)",422000.0,0.32
15005,2014,new-orleans-saints,47,"Dixon
Brian Dixon ",CB,"$420,000","$1,666",-,-,-,-,-,"($5,000)",421666.0,0.32
15006,2014,new-orleans-saints,48,"Knox
Kyle Knox ",OLB,"$420,000",-,-,-,-,-,-,-,420000.0,0.32
15007,2014,new-orleans-saints,49,"Johnson
Austin Johnson ",FB,"$420,000",-,-,-,-,-,-,-,364941.0,0.28
15008,2014,new-orleans-saints,50,"Sanford
Jamarca Sanford ",SS,"$300,588",-,-,-,-,-,-,-,300588.0,0.23
15009,2014,new-orleans-saints,51,"Becton
Nick Becton ",LT,"$232,941",-,-,-,-,-,-,-,232941.0,0.18
15010,2014,new-orleans-saints,52,"Fokou
Moise Fokou ",ILB,"$570,000",-,-,-,-,-,-,-,201176.0,0.15
15011,2014,new-orleans-saints,53,"Frederick
Terrence Frederick ",CB,"$420,000",-,-,-,-,-,-,-,148235.0,0.11
15012,2014,new-orleans-saints,54,"Saunders
Jalen Saunders ",WR,"$420,000",-,-,-,-,-,-,-,148235.0,0.11
15013,2014,new-orleans-saints,55,"Warren
Pierre Warren ",FS,"$420,000",-,-,-,-,-,-,-,148235.0,0.11
15014,2014,new-orleans-saints,56,"Virgil
Lawrence Virgil ",DE,"$420,000",-,-,-,-,-,-,-,123529.0,0.09
15015,2014,new-orleans-saints,57,"Jones
Seantavius Jones ",WR,"$420,000",-,-,-,-,-,-,-,74117.0,0.06
15016,2014,new-orleans-saints,58,"Franklin
Jerry Franklin ",OLB,"$570,000",-,-,-,-,-,-,-,33529.0,0.03
15017,2014,new-orleans-saints,59,"Coleman
Brandon Coleman ",WR,"$420,000",-,-,-,-,-,-,-,24705.0,0.02
15018,2014,new-orleans-saints,61,BunkleyBrodrick Bunkley ,DT,"$1,300,000","$900,000","$300,000",-,"$50,000","$712,500",-,"($5,187,500)",3262500.0,2.48
15019,2014,new-orleans-saints,62,ThomasPierre Thomas ,RB,"$855,000","$415,000","$300,000",-,-,-,-,"($2,400,000)",1570000.0,1.19
15020,2014,new-orleans-saints,63,FosterGlenn Foster ,DE,"$495,000","$2,333",-,-,-,-,-,"($4,667)",393215.0,0.30
15021,2014,new-orleans-saints,64,DavisAdrian Davis ,CB,"$303,000","$3,334",-,-,-,-,-,"($3,334)",306334.0,0.23
15022,2014,new-orleans-saints,65,ZimmermanTy Zimmerman ,SS,"$303,000","$1,500",-,-,-,-,-,"($4,500)",304500.0,0.23
15023,2014,new-orleans-saints,66,TannerAndy Tanner ,WR,"$303,000",-,-,-,-,-,-,-,303000.0,0.23
15024,2014,new-orleans-saints,68,GriffinRyan Griffin,QB,"$107,100",-,-,-,-,-,-,-,107100.0,0.08
15025,2014,new-orleans-saints,69,RooksTavon Rooks,LT,"$107,100",-,-,-,-,-,-,-,107100.0,0.08
15026,2014,new-orleans-saints,70,CharlesOrson Charles,FB,"$88,200",-,-,-,-,-,-,-,88200.0,0.07
15027,2014,new-orleans-saints,71,BakerEdwin Baker,RB,"$37,800",-,-,-,-,-,-,-,37800.0,0.03
15028,2014,new-orleans-saints,72,OpurumToben Opurum,DE,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
15029,2014,new-orleans-saints,73,SneadWillie Snead,WR,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
15030,2014,new-orleans-saints,74,HopkinsDustin Hopkins,K,"$12,600",-,-,-,-,-,-,-,12600.0,0.01
15031,2014,new-orleans-saints,75,BrewsterMike Brewster,C,"$6,300",-,-,-,-,-,-,-,6300.0,0.00
15032,2014,new-orleans-saints,77,HarperRoman Harper,SS,"$3,690,000",-,-,-,-,-,-,-,3690000.0,2.80
15033,2014,new-orleans-saints,78,GreerJabari Greer,CB,"$2,650,000",-,-,-,-,-,-,-,2650000.0,2.01
15034,2014,new-orleans-saints,79,MooreLance Moore,WR,"$2,537,500",-,-,-,-,-,-,-,2537500.0,1.93
15035,2014,new-orleans-saints,80,SmithWill Smith,OLB,-,-,"$333,333",-,-,"$2,019,118",-,-,2352451.0,1.79
15036,2014,new-orleans-saints,81,HartleyGarret Hartley,K,"$1,010,400",-,-,-,-,-,-,-,1010400.0,0.77
15037,2014,new-orleans-saints,82,SprolesDarren Sproles,RB,"$750,000",-,-,-,-,-,-,-,750000.0,0.57
15038,2014,new-orleans-saints,83,ButlerVictor Butler,OLB,-,"$375,000",-,-,"$100,000",-,-,-,475000.0,0.36
15039,2014,new-orleans-saints,84,ChamberlainChris Chamberlain,ILB,"$400,000",-,-,-,-,-,-,-,400000.0,0.30
15040,2014,new-orleans-saints,85,MorganJoseph Morgan,WR,"$349,412",-,-,-,-,-,-,-,349412.0,0.27
